area_code,sales,cogs,total_expenses,inventory,budget_profit,budget_cogs,productid,week,month,year,weekday,state,market,product
580,88.0,36.0,22.0,862.0,40.0,40.0,3,44,11,2010,0,Oklahoma,South,Decaf Irish Cream
580,82.0,33.0,21.0,870.0,50.0,30.0,3,48,12,2010,2,Oklahoma,South,Decaf Irish Cream
580,85.0,32.0,19.0,817.0,50.0,40.0,3,5,2,2011,1,Oklahoma,South,Decaf Irish Cream
580,80.0,30.0,20.0,820.0,50.0,30.0,3,13,4,2011,4,Oklahoma,South,Decaf Irish Cream
580,77.0,29.0,20.0,862.0,50.0,30.0,3,35,9,2011,3,Oklahoma,South,Decaf Irish Cream
580,94.0,36.0,22.0,862.0,40.0,40.0,3,44,11,2011,1,Oklahoma,South,Decaf Irish Cream
580,53.0,21.0,16.0,454.0,30.0,10.0,5,13,4,2010,3,Oklahoma,South,Caffe Mocha
580,50.0,20.0,17.0,482.0,30.0,10.0,5,35,9,2010,2,Oklahoma,South,Caffe Mocha
580,73.0,29.0,20.0,490.0,20.0,20.0,5,48,12,2010,2,Oklahoma,South,Caffe Mocha
580,90.0,32.0,21.0,456.0,40.0,20.0,5,52,1,2011,5,Oklahoma,South,Caffe Mocha
580,60.0,22.0,17.0,452.0,30.0,10.0,5,5,2,2011,1,Oklahoma,South,Caffe Mocha
580,56.0,21.0,17.0,449.0,30.0,10.0,5,9,3,2011,1,Oklahoma,South,Caffe Mocha
580,41.0,16.0,14.0,484.0,20.0,10.0,5,31,8,2011,0,Oklahoma,South,Caffe Mocha
580,53.0,20.0,17.0,482.0,30.0,10.0,5,35,9,2011,3,Oklahoma,South,Caffe Mocha
580,56.0,21.0,17.0,480.0,30.0,0.0,5,39,10,2011,5,Oklahoma,South,Caffe Mocha
580,85.0,32.0,19.0,482.0,30.0,20.0,5,44,11,2011,1,Oklahoma,South,Caffe Mocha
580,78.0,29.0,20.0,490.0,20.0,20.0,5,48,12,2011,3,Oklahoma,South,Caffe Mocha
580,210.0,84.0,58.0,632.0,70.0,70.0,6,9,3,2010,0,Oklahoma,South,Decaf Espresso
580,222.0,88.0,60.0,653.0,80.0,70.0,6,13,4,2010,3,Oklahoma,South,Decaf Espresso
580,286.0,114.0,69.0,822.0,100.0,90.0,6,26,7,2010,3,Oklahoma,South,Decaf Espresso
580,249.0,99.0,63.0,798.0,80.0,80.0,6,35,9,2010,2,Oklahoma,South,Decaf Espresso
580,224.0,84.0,58.0,632.0,70.0,70.0,6,9,3,2011,1,Oklahoma,South,Decaf Espresso
580,233.0,94.0,58.0,697.0,80.0,80.0,6,17,5,2011,6,Oklahoma,South,Decaf Espresso
580,283.0,114.0,64.0,810.0,100.0,90.0,6,31,8,2011,0,Oklahoma,South,Decaf Espresso
580,210.0,78.0,57.0,798.0,40.0,60.0,6,44,11,2011,1,Oklahoma,South,Decaf Espresso
580,120.0,54.0,53.0,301.0,20.0,50.0,8,9,3,2010,0,Oklahoma,South,Chamomile
580,127.0,57.0,55.0,313.0,30.0,50.0,8,13,4,2010,3,Oklahoma,South,Chamomile
580,140.0,63.0,57.0,397.0,20.0,60.0,8,30,8,2010,6,Oklahoma,South,Chamomile
580,149.0,67.0,58.0,391.0,30.0,60.0,8,35,9,2010,2,Oklahoma,South,Chamomile
580,126.0,53.0,54.0,306.0,20.0,50.0,8,5,2,2011,1,Oklahoma,South,Chamomile
580,132.0,59.0,51.0,377.0,30.0,50.0,8,22,6,2011,2,Oklahoma,South,Chamomile
580,132.0,59.0,51.0,403.0,30.0,50.0,8,26,7,2011,4,Oklahoma,South,Chamomile
580,159.0,67.0,58.0,391.0,30.0,60.0,8,35,9,2011,3,Oklahoma,South,Chamomile
580,134.0,56.0,54.0,385.0,50.0,40.0,8,39,10,2011,5,Oklahoma,South,Chamomile
580,129.0,54.0,54.0,391.0,20.0,50.0,8,44,11,2011,1,Oklahoma,South,Chamomile
580,190.0,79.0,101.0,551.0,30.0,70.0,9,53,1,2010,4,Oklahoma,South,Lemon
580,264.0,110.0,129.0,665.0,40.0,100.0,9,22,6,2010,1,Oklahoma,South,Lemon
580,317.0,133.0,150.0,705.0,60.0,120.0,9,30,8,2010,6,Oklahoma,South,Lemon
580,223.0,93.0,114.0,692.0,40.0,80.0,9,35,9,2010,2,Oklahoma,South,Lemon
580,224.0,94.0,115.0,694.0,20.0,80.0,9,44,11,2010,0,Oklahoma,South,Lemon
580,250.0,105.0,125.0,716.0,30.0,90.0,9,48,12,2010,2,Oklahoma,South,Lemon
580,219.0,92.0,104.0,599.0,40.0,80.0,9,17,5,2011,6,Oklahoma,South,Lemon
580,266.0,105.0,125.0,716.0,30.0,90.0,9,48,12,2011,3,Oklahoma,South,Lemon
580,336.0,141.0,67.0,-942.0,110.0,120.0,4,26,7,2010,3,Oklahoma,South,Caffe Latte
580,230.0,96.0,52.0,-1555.0,80.0,80.0,4,35,9,2010,2,Oklahoma,South,Caffe Latte
580,220.0,86.0,50.0,300.0,70.0,70.0,4,5,2,2011,1,Oklahoma,South,Caffe Latte
580,285.0,112.0,57.0,-120.0,90.0,90.0,4,13,4,2011,4,Oklahoma,South,Caffe Latte
585,756.0,302.0,159.0,2250.0,300.0,280.0,2,17,5,2010,5,New York,East,Columbian
585,142.0,54.0,27.0,601.0,60.0,50.0,13,48,12,2011,3,New York,East,Green Tea
585,61.0,121.0,143.0,901.0,-190.0,110.0,5,5,2,2010,0,New York,East,Caffe Mocha
585,68.0,121.0,144.0,2932.0,-180.0,110.0,5,35,9,2010,2,New York,East,Caffe Mocha
585,65.0,121.0,143.0,901.0,-190.0,110.0,5,5,2,2011,1,New York,East,Caffe Mocha
585,547.0,255.0,129.0,1622.0,70.0,140.0,9,39,10,2011,5,New York,East,Lemon
585,614.0,245.0,127.0,1704.0,140.0,180.0,9,44,11,2011,1,New York,East,Lemon
585,245.0,100.0,40.0,822.0,130.0,100.0,11,13,4,2010,3,New York,East,Darjeeling
585,282.0,108.0,42.0,971.0,140.0,110.0,11,39,10,2011,5,New York,East,Darjeeling
585,227.0,87.0,35.0,756.0,110.0,90.0,12,9,3,2011,1,New York,East,Earl Grey
585,580.0,228.0,88.0,1402.0,280.0,210.0,7,5,2,2010,0,New York,East,Regular Espresso
585,546.0,266.0,98.0,1355.0,190.0,250.0,7,26,7,2010,3,New York,East,Regular Espresso
585,538.0,266.0,91.0,1319.0,190.0,250.0,7,31,8,2011,0,New York,East,Regular Espresso
603,93.0,38.0,35.0,241.0,30.0,30.0,1,53,1,2010,4,New Hampshire,East,Amaretto
603,101.0,41.0,35.0,236.0,40.0,30.0,1,5,2,2010,0,New Hampshire,East,Amaretto
603,107.0,43.0,35.0,231.0,40.0,40.0,1,9,3,2010,0,New Hampshire,East,Amaretto
603,121.0,49.0,39.0,241.0,40.0,40.0,1,13,4,2010,3,New Hampshire,East,Amaretto
603,125.0,51.0,39.0,265.0,40.0,40.0,1,17,5,2010,5,New Hampshire,East,Amaretto
603,138.0,56.0,41.0,302.0,50.0,50.0,1,22,6,2010,1,New Hampshire,East,Amaretto
603,151.0,61.0,41.0,329.0,70.0,50.0,1,26,7,2010,3,New Hampshire,East,Amaretto
603,151.0,61.0,42.0,322.0,70.0,50.0,1,30,8,2010,6,New Hampshire,East,Amaretto
603,120.0,49.0,38.0,315.0,50.0,40.0,1,35,9,2010,2,New Hampshire,East,Amaretto
603,120.0,49.0,38.0,310.0,60.0,30.0,1,39,10,2010,4,New Hampshire,East,Amaretto
603,113.0,46.0,37.0,316.0,40.0,40.0,1,44,11,2010,0,New Hampshire,East,Amaretto
603,127.0,52.0,38.0,327.0,50.0,40.0,1,48,12,2010,2,New Hampshire,East,Amaretto
603,104.0,38.0,37.0,241.0,30.0,30.0,1,52,1,2011,5,New Hampshire,East,Amaretto
603,108.0,41.0,35.0,236.0,40.0,30.0,1,5,2,2011,1,New Hampshire,East,Amaretto
603,114.0,43.0,35.0,231.0,40.0,40.0,1,9,3,2011,1,New Hampshire,East,Amaretto
603,129.0,49.0,39.0,241.0,40.0,40.0,1,13,4,2011,4,New Hampshire,East,Amaretto
603,124.0,51.0,36.0,265.0,40.0,40.0,1,17,5,2011,6,New Hampshire,East,Amaretto
603,137.0,56.0,38.0,302.0,50.0,50.0,1,22,6,2011,2,New Hampshire,East,Amaretto
603,150.0,61.0,38.0,329.0,70.0,50.0,1,26,7,2011,4,New Hampshire,East,Amaretto
603,150.0,61.0,39.0,322.0,70.0,50.0,1,31,8,2011,0,New Hampshire,East,Amaretto
603,128.0,49.0,38.0,315.0,50.0,40.0,1,35,9,2011,3,New Hampshire,East,Amaretto
603,128.0,49.0,38.0,310.0,60.0,30.0,1,39,10,2011,5,New Hampshire,East,Amaretto
603,120.0,46.0,37.0,316.0,40.0,40.0,1,44,11,2011,1,New Hampshire,East,Amaretto
603,135.0,52.0,38.0,327.0,50.0,40.0,1,48,12,2011,3,New Hampshire,East,Amaretto
603,120.0,48.0,47.0,372.0,40.0,40.0,2,53,1,2010,4,New Hampshire,East,Columbian
603,114.0,45.0,46.0,366.0,30.0,40.0,2,5,2,2010,0,New Hampshire,East,Columbian
603,119.0,47.0,46.0,361.0,40.0,40.0,2,9,3,2010,0,New Hampshire,East,Columbian
603,125.0,50.0,48.0,372.0,40.0,40.0,2,13,4,2010,3,New Hampshire,East,Columbian
603,132.0,52.0,49.0,397.0,50.0,40.0,2,17,5,2010,5,New Hampshire,East,Columbian
603,156.0,62.0,52.0,436.0,60.0,50.0,2,22,6,2010,1,New Hampshire,East,Columbian
603,160.0,64.0,53.0,467.0,60.0,60.0,2,26,7,2010,3,New Hampshire,East,Columbian
603,160.0,64.0,52.0,460.0,60.0,60.0,2,30,8,2010,6,New Hampshire,East,Columbian
603,139.0,55.0,50.0,453.0,50.0,50.0,2,35,9,2010,2,New Hampshire,East,Columbian
603,114.0,45.0,45.0,447.0,50.0,30.0,2,39,10,2010,4,New Hampshire,East,Columbian
603,109.0,43.0,46.0,452.0,30.0,30.0,2,44,11,2010,0,New Hampshire,East,Columbian
603,122.0,48.0,46.0,462.0,30.0,40.0,2,48,12,2010,2,New Hampshire,East,Columbian
603,134.0,48.0,49.0,372.0,40.0,40.0,2,52,1,2011,5,New Hampshire,East,Columbian
603,121.0,45.0,46.0,366.0,30.0,40.0,2,5,2,2011,1,New Hampshire,East,Columbian
603,127.0,47.0,46.0,361.0,40.0,40.0,2,9,3,2011,1,New Hampshire,East,Columbian
603,133.0,50.0,48.0,372.0,40.0,40.0,2,13,4,2011,4,New Hampshire,East,Columbian
603,131.0,52.0,46.0,397.0,50.0,40.0,2,17,5,2011,6,New Hampshire,East,Columbian
603,155.0,62.0,48.0,436.0,60.0,50.0,2,22,6,2011,2,New Hampshire,East,Columbian
603,159.0,64.0,49.0,467.0,60.0,60.0,2,26,7,2011,4,New Hampshire,East,Columbian
603,159.0,64.0,48.0,460.0,60.0,60.0,2,31,8,2011,0,New Hampshire,East,Columbian
603,148.0,55.0,50.0,453.0,50.0,50.0,2,35,9,2011,3,New Hampshire,East,Columbian
603,121.0,45.0,45.0,447.0,50.0,30.0,2,39,10,2011,5,New Hampshire,East,Columbian
603,116.0,43.0,46.0,452.0,30.0,30.0,2,44,11,2011,1,New Hampshire,East,Columbian
603,130.0,48.0,46.0,462.0,30.0,40.0,2,48,12,2011,3,New Hampshire,East,Columbian
603,43.0,17.0,15.0,777.0,20.0,10.0,13,53,1,2010,4,New Hampshire,East,Green Tea
603,43.0,0.0,11.0,774.0,30.0,0.0,13,5,2,2010,0,New Hampshire,East,Green Tea
603,43.0,0.0,11.0,731.0,30.0,0.0,13,9,3,2010,0,New Hampshire,East,Green Tea
603,43.0,0.0,11.0,688.0,30.0,0.0,13,13,4,2010,3,New Hampshire,East,Green Tea
603,43.0,0.0,11.0,645.0,30.0,0.0,13,17,5,2010,5,New Hampshire,East,Green Tea
603,43.0,0.0,11.0,602.0,30.0,0.0,13,22,6,2010,1,New Hampshire,East,Green Tea
603,43.0,0.0,12.0,559.0,30.0,0.0,13,26,7,2010,3,New Hampshire,East,Green Tea
603,43.0,0.0,12.0,516.0,30.0,0.0,13,30,8,2010,6,New Hampshire,East,Green Tea
603,43.0,0.0,12.0,473.0,30.0,0.0,13,35,9,2010,2,New Hampshire,East,Green Tea
603,43.0,0.0,11.0,430.0,40.0,0.0,13,39,10,2010,4,New Hampshire,East,Green Tea
603,43.0,0.0,11.0,387.0,30.0,0.0,13,44,11,2010,0,New Hampshire,East,Green Tea
603,43.0,0.0,11.0,344.0,30.0,0.0,13,48,12,2010,2,New Hampshire,East,Green Tea
603,48.0,17.0,16.0,777.0,20.0,10.0,13,52,1,2011,5,New Hampshire,East,Green Tea
603,46.0,0.0,11.0,774.0,30.0,0.0,13,5,2,2011,1,New Hampshire,East,Green Tea
603,46.0,0.0,11.0,731.0,30.0,0.0,13,9,3,2011,1,New Hampshire,East,Green Tea
603,46.0,0.0,11.0,688.0,30.0,0.0,13,13,4,2011,4,New Hampshire,East,Green Tea
603,43.0,0.0,10.0,645.0,30.0,0.0,13,17,5,2011,6,New Hampshire,East,Green Tea
603,43.0,0.0,10.0,602.0,30.0,0.0,13,22,6,2011,2,New Hampshire,East,Green Tea
603,43.0,0.0,11.0,559.0,30.0,0.0,13,26,7,2011,4,New Hampshire,East,Green Tea
603,43.0,0.0,11.0,516.0,30.0,0.0,13,31,8,2011,0,New Hampshire,East,Green Tea
603,46.0,0.0,12.0,473.0,30.0,0.0,13,35,9,2011,3,New Hampshire,East,Green Tea
603,46.0,0.0,11.0,430.0,40.0,0.0,13,39,10,2011,5,New Hampshire,East,Green Tea
603,46.0,0.0,11.0,387.0,30.0,0.0,13,44,11,2011,1,New Hampshire,East,Green Tea
603,46.0,0.0,11.0,344.0,30.0,0.0,13,48,12,2011,3,New Hampshire,East,Green Tea
603,90.0,37.0,63.0,261.0,0.0,30.0,5,53,1,2010,4,New Hampshire,East,Caffe Mocha
603,104.0,43.0,68.0,256.0,10.0,40.0,5,5,2,2010,0,New Hampshire,East,Caffe Mocha
603,107.0,44.0,70.0,251.0,10.0,40.0,5,9,3,2010,0,New Hampshire,East,Caffe Mocha
603,107.0,44.0,69.0,261.0,10.0,40.0,5,13,4,2010,3,New Hampshire,East,Caffe Mocha
603,104.0,43.0,68.0,282.0,10.0,40.0,5,17,5,2010,5,New Hampshire,East,Caffe Mocha
603,125.0,52.0,77.0,313.0,20.0,40.0,5,22,6,2010,1,New Hampshire,East,Caffe Mocha
603,141.0,59.0,83.0,338.0,10.0,50.0,5,26,7,2010,3,New Hampshire,East,Caffe Mocha
603,151.0,63.0,87.0,332.0,10.0,60.0,5,30,8,2010,6,New Hampshire,East,Caffe Mocha
603,106.0,44.0,69.0,325.0,10.0,40.0,5,35,9,2010,2,New Hampshire,East,Caffe Mocha
603,109.0,45.0,71.0,320.0,30.0,30.0,5,39,10,2010,4,New Hampshire,East,Caffe Mocha
603,106.0,44.0,70.0,325.0,10.0,40.0,5,44,11,2010,0,New Hampshire,East,Caffe Mocha
603,118.0,49.0,73.0,335.0,10.0,40.0,5,48,12,2010,2,New Hampshire,East,Caffe Mocha
603,101.0,37.0,66.0,261.0,0.0,30.0,5,52,1,2011,5,New Hampshire,East,Caffe Mocha
603,111.0,43.0,68.0,256.0,10.0,40.0,5,5,2,2011,1,New Hampshire,East,Caffe Mocha
603,114.0,44.0,70.0,251.0,10.0,40.0,5,9,3,2011,1,New Hampshire,East,Caffe Mocha
603,114.0,44.0,69.0,261.0,10.0,40.0,5,13,4,2011,4,New Hampshire,East,Caffe Mocha
603,103.0,43.0,63.0,282.0,10.0,40.0,5,17,5,2011,6,New Hampshire,East,Caffe Mocha
603,124.0,52.0,72.0,313.0,20.0,40.0,5,22,6,2011,2,New Hampshire,East,Caffe Mocha
603,140.0,59.0,77.0,338.0,10.0,50.0,5,26,7,2011,4,New Hampshire,East,Caffe Mocha
603,150.0,63.0,81.0,332.0,10.0,60.0,5,31,8,2011,0,New Hampshire,East,Caffe Mocha
603,113.0,44.0,69.0,325.0,10.0,40.0,5,35,9,2011,3,New Hampshire,East,Caffe Mocha
603,116.0,45.0,71.0,320.0,30.0,30.0,5,39,10,2011,5,New Hampshire,East,Caffe Mocha
603,113.0,44.0,70.0,325.0,10.0,40.0,5,44,11,2011,1,New Hampshire,East,Caffe Mocha
603,126.0,49.0,73.0,335.0,10.0,40.0,5,48,12,2011,3,New Hampshire,East,Caffe Mocha
603,76.0,34.0,46.0,197.0,0.0,20.0,9,53,1,2010,4,New Hampshire,East,Lemon
603,74.0,33.0,45.0,193.0,0.0,20.0,9,5,2,2010,0,New Hampshire,East,Lemon
603,75.0,33.0,45.0,190.0,0.0,20.0,9,9,3,2010,0,New Hampshire,East,Lemon
603,79.0,35.0,47.0,197.0,10.0,20.0,9,13,4,2010,3,New Hampshire,East,Lemon
603,81.0,36.0,46.0,212.0,10.0,20.0,9,17,5,2010,5,New Hampshire,East,Lemon
603,82.0,36.0,46.0,236.0,10.0,20.0,9,22,6,2010,1,New Hampshire,East,Lemon
603,82.0,36.0,46.0,252.0,10.0,20.0,9,26,7,2010,3,New Hampshire,East,Lemon
603,86.0,38.0,47.0,248.0,10.0,20.0,9,30,8,2010,6,New Hampshire,East,Lemon
603,91.0,40.0,49.0,244.0,10.0,30.0,9,35,9,2010,2,New Hampshire,East,Lemon
603,77.0,34.0,46.0,240.0,20.0,10.0,9,39,10,2010,4,New Hampshire,East,Lemon
603,74.0,33.0,45.0,243.0,0.0,20.0,9,44,11,2010,0,New Hampshire,East,Lemon
603,88.0,39.0,47.0,250.0,10.0,20.0,9,48,12,2010,2,New Hampshire,East,Lemon
603,85.0,34.0,48.0,197.0,0.0,20.0,9,52,1,2011,5,New Hampshire,East,Lemon
603,79.0,33.0,45.0,193.0,0.0,20.0,9,5,2,2011,1,New Hampshire,East,Lemon
603,80.0,33.0,45.0,190.0,0.0,20.0,9,9,3,2011,1,New Hampshire,East,Lemon
603,84.0,35.0,47.0,197.0,10.0,20.0,9,13,4,2011,4,New Hampshire,East,Lemon
603,80.0,36.0,43.0,212.0,10.0,20.0,9,17,5,2011,6,New Hampshire,East,Lemon
603,81.0,36.0,43.0,236.0,10.0,20.0,9,22,6,2011,2,New Hampshire,East,Lemon
603,81.0,36.0,43.0,252.0,10.0,20.0,9,26,7,2011,4,New Hampshire,East,Lemon
603,85.0,38.0,44.0,248.0,10.0,20.0,9,31,8,2011,0,New Hampshire,East,Lemon
603,97.0,40.0,49.0,244.0,10.0,30.0,9,35,9,2011,3,New Hampshire,East,Lemon
603,82.0,34.0,46.0,240.0,20.0,10.0,9,39,10,2011,5,New Hampshire,East,Lemon
603,79.0,33.0,45.0,243.0,0.0,20.0,9,44,11,2011,1,New Hampshire,East,Lemon
603,94.0,39.0,47.0,250.0,10.0,20.0,9,48,12,2011,3,New Hampshire,East,Lemon
603,45.0,18.0,17.0,821.0,20.0,10.0,11,53,1,2010,4,New Hampshire,East,Darjeeling
603,45.0,18.0,16.0,818.0,20.0,10.0,11,5,2,2010,0,New Hampshire,East,Darjeeling
603,45.0,18.0,16.0,816.0,20.0,10.0,11,9,3,2010,0,New Hampshire,East,Darjeeling
603,47.0,19.0,16.0,820.0,20.0,20.0,11,13,4,2010,3,New Hampshire,East,Darjeeling
603,49.0,20.0,17.0,829.0,20.0,20.0,11,17,5,2010,5,New Hampshire,East,Darjeeling
603,58.0,23.0,18.0,843.0,30.0,20.0,11,22,6,2010,1,New Hampshire,East,Darjeeling
603,61.0,25.0,19.0,854.0,30.0,20.0,11,26,7,2010,3,New Hampshire,East,Darjeeling
603,63.0,25.0,18.0,851.0,30.0,20.0,11,30,8,2010,6,New Hampshire,East,Darjeeling
603,48.0,19.0,17.0,848.0,20.0,20.0,11,35,9,2010,2,New Hampshire,East,Darjeeling
603,52.0,21.0,17.0,846.0,30.0,20.0,11,39,10,2010,4,New Hampshire,East,Darjeeling
603,39.0,15.0,16.0,848.0,20.0,10.0,11,44,11,2010,0,New Hampshire,East,Darjeeling
603,41.0,16.0,15.0,851.0,20.0,10.0,11,48,12,2010,2,New Hampshire,East,Darjeeling
603,50.0,18.0,18.0,821.0,20.0,10.0,11,52,1,2011,5,New Hampshire,East,Darjeeling
603,48.0,18.0,16.0,818.0,20.0,10.0,11,5,2,2011,1,New Hampshire,East,Darjeeling
603,48.0,18.0,16.0,816.0,20.0,10.0,11,9,3,2011,1,New Hampshire,East,Darjeeling
603,50.0,19.0,16.0,820.0,20.0,20.0,11,13,4,2011,4,New Hampshire,East,Darjeeling
603,49.0,20.0,16.0,829.0,20.0,20.0,11,17,5,2011,6,New Hampshire,East,Darjeeling
603,57.0,23.0,17.0,843.0,30.0,20.0,11,22,6,2011,2,New Hampshire,East,Darjeeling
603,60.0,25.0,18.0,854.0,30.0,20.0,11,26,7,2011,4,New Hampshire,East,Darjeeling
603,62.0,25.0,17.0,851.0,30.0,20.0,11,31,8,2011,0,New Hampshire,East,Darjeeling
603,51.0,19.0,17.0,848.0,20.0,20.0,11,35,9,2011,3,New Hampshire,East,Darjeeling
603,55.0,21.0,17.0,846.0,30.0,20.0,11,39,10,2011,5,New Hampshire,East,Darjeeling
603,42.0,15.0,16.0,848.0,20.0,10.0,11,44,11,2011,1,New Hampshire,East,Darjeeling
603,44.0,16.0,15.0,851.0,20.0,10.0,11,48,12,2011,3,New Hampshire,East,Darjeeling
603,65.0,29.0,44.0,169.0,0.0,20.0,7,53,1,2010,4,New Hampshire,East,Regular Espresso
603,68.0,30.0,44.0,165.0,0.0,20.0,7,5,2,2010,0,New Hampshire,East,Regular Espresso
603,75.0,33.0,46.0,162.0,0.0,30.0,7,9,3,2010,0,New Hampshire,East,Regular Espresso
603,65.0,29.0,45.0,169.0,0.0,20.0,7,13,4,2010,3,New Hampshire,East,Regular Espresso
603,76.0,34.0,45.0,182.0,0.0,30.0,7,17,5,2010,5,New Hampshire,East,Regular Espresso
603,78.0,35.0,46.0,204.0,0.0,30.0,7,22,6,2010,1,New Hampshire,East,Regular Espresso
603,89.0,40.0,49.0,219.0,10.0,30.0,7,26,7,2010,3,New Hampshire,East,Regular Espresso
603,65.0,29.0,45.0,215.0,0.0,20.0,7,30,8,2010,6,New Hampshire,East,Regular Espresso
603,54.0,24.0,42.0,212.0,0.0,20.0,7,35,9,2010,2,New Hampshire,East,Regular Espresso
603,56.0,25.0,43.0,209.0,10.0,10.0,7,39,10,2010,4,New Hampshire,East,Regular Espresso
603,76.0,34.0,45.0,211.0,0.0,30.0,7,44,11,2010,0,New Hampshire,East,Regular Espresso
603,45.0,20.0,41.0,218.0,0.0,10.0,7,48,12,2010,2,New Hampshire,East,Regular Espresso
603,73.0,29.0,46.0,169.0,0.0,20.0,7,52,1,2011,5,New Hampshire,East,Regular Espresso
603,72.0,30.0,44.0,165.0,0.0,20.0,7,5,2,2011,1,New Hampshire,East,Regular Espresso
603,80.0,33.0,46.0,162.0,0.0,30.0,7,9,3,2011,1,New Hampshire,East,Regular Espresso
603,69.0,29.0,45.0,169.0,0.0,20.0,7,13,4,2011,4,New Hampshire,East,Regular Espresso
603,75.0,34.0,42.0,182.0,0.0,30.0,7,17,5,2011,6,New Hampshire,East,Regular Espresso
603,77.0,35.0,43.0,204.0,0.0,30.0,7,22,6,2011,2,New Hampshire,East,Regular Espresso
603,88.0,40.0,46.0,219.0,10.0,30.0,7,26,7,2011,4,New Hampshire,East,Regular Espresso
603,64.0,29.0,42.0,215.0,0.0,20.0,7,31,8,2011,0,New Hampshire,East,Regular Espresso
603,58.0,24.0,42.0,212.0,0.0,20.0,7,35,9,2011,3,New Hampshire,East,Regular Espresso
603,60.0,25.0,43.0,209.0,10.0,10.0,7,39,10,2011,5,New Hampshire,East,Regular Espresso
603,81.0,34.0,45.0,211.0,0.0,30.0,7,44,11,2011,1,New Hampshire,East,Regular Espresso
603,48.0,20.0,41.0,218.0,0.0,10.0,7,48,12,2011,3,New Hampshire,East,Regular Espresso
607,664.0,249.0,138.0,2580.0,230.0,220.0,2,44,11,2011,1,New York,East,Columbian
607,199.0,76.0,33.0,580.0,100.0,80.0,13,39,10,2011,5,New York,East,Green Tea
607,63.0,125.0,146.0,1118.0,-190.0,120.0,5,9,3,2010,0,New York,East,Caffe Mocha
607,483.0,245.0,127.0,1419.0,100.0,180.0,9,53,1,2010,4,New York,East,Lemon
607,669.0,271.0,135.0,1727.0,220.0,200.0,9,22,6,2010,1,New York,East,Lemon
607,747.0,294.0,144.0,1727.0,210.0,220.0,9,48,12,2010,2,New York,East,Lemon
607,180.0,213.0,87.0,1214.0,-80.0,160.0,10,5,2,2010,0,New York,East,Mint
607,196.0,235.0,87.0,2169.0,-90.0,170.0,10,17,5,2011,6,New York,East,Mint
607,262.0,95.0,40.0,821.0,120.0,100.0,11,52,1,2011,5,New York,East,Darjeeling
608,134.0,54.0,56.0,312.0,30.0,50.0,1,52,1,2011,5,Wisconsin,Central,Amaretto
608,159.0,67.0,59.0,391.0,30.0,70.0,1,35,9,2011,3,Wisconsin,Central,Amaretto
608,264.0,110.0,130.0,665.0,50.0,110.0,2,22,6,2010,1,Wisconsin,Central,Columbian
608,317.0,133.0,149.0,705.0,60.0,140.0,2,30,8,2010,6,Wisconsin,Central,Columbian
608,242.0,95.0,115.0,554.0,30.0,100.0,2,13,4,2011,4,Wisconsin,Central,Columbian
608,294.0,124.0,131.0,717.0,60.0,130.0,2,26,7,2011,4,Wisconsin,Central,Columbian
608,239.0,94.0,114.0,694.0,30.0,90.0,2,44,11,2011,1,Wisconsin,Central,Columbian
608,170.0,78.0,45.0,995.0,70.0,90.0,5,17,5,2010,5,Wisconsin,Central,Caffe Mocha
608,189.0,86.0,47.0,1081.0,90.0,90.0,5,26,7,2010,3,Wisconsin,Central,Caffe Mocha
608,174.0,80.0,46.0,1055.0,120.0,110.0,5,39,10,2010,4,Wisconsin,Central,Caffe Mocha
608,161.0,69.0,43.0,965.0,50.0,80.0,5,13,4,2011,4,Wisconsin,Central,Caffe Mocha
608,168.0,78.0,42.0,995.0,70.0,90.0,5,17,5,2011,6,Wisconsin,Central,Caffe Mocha
608,76.0,33.0,22.0,577.0,30.0,30.0,6,35,9,2010,2,Wisconsin,Central,Decaf Espresso
608,60.0,24.0,19.0,567.0,30.0,30.0,6,48,12,2011,3,Wisconsin,Central,Decaf Espresso
608,129.0,48.0,34.0,351.0,50.0,40.0,8,17,5,2011,6,Wisconsin,Central,Chamomile
608,121.0,49.0,25.0,779.0,50.0,40.0,9,13,4,2010,3,Wisconsin,Central,Lemon
608,126.0,51.0,25.0,857.0,60.0,40.0,9,35,9,2010,2,Wisconsin,Central,Lemon
608,91.0,33.0,21.0,777.0,50.0,20.0,9,52,1,2011,5,Wisconsin,Central,Lemon
608,150.0,61.0,42.0,390.0,50.0,50.0,11,53,1,2010,4,Wisconsin,Central,Darjeeling
608,168.0,61.0,44.0,390.0,50.0,50.0,11,52,1,2011,5,Wisconsin,Central,Darjeeling
608,137.0,52.0,39.0,376.0,40.0,40.0,11,9,3,2011,1,Wisconsin,Central,Darjeeling
608,120.0,46.0,36.0,454.0,30.0,30.0,11,35,9,2011,3,Wisconsin,Central,Darjeeling
608,113.0,47.0,72.0,622.0,0.0,40.0,12,26,7,2010,3,Wisconsin,Central,Earl Grey
608,160.0,63.0,86.0,521.0,10.0,50.0,12,13,4,2011,4,Wisconsin,Central,Earl Grey
608,153.0,64.0,82.0,551.0,10.0,50.0,12,17,5,2011,6,Wisconsin,Central,Earl Grey
614,110.0,47.0,43.0,420.0,40.0,40.0,1,26,7,2010,3,Ohio,Central,Amaretto
614,125.0,53.0,44.0,410.0,50.0,50.0,1,35,9,2010,2,Ohio,Central,Amaretto
